SentenceNumber,Chapter,Section,Kernewek,English
1396,36,MiscReview,Usi an lytherva ogas dhe hel an dre? Usi!,Is the post office near the town hall? Yes!
1397,36,MiscReview,An peswara drehevyans diworto yw ev a'n keth tu.,It's the fourth building from it on the same side.
1398,36,MiscReview,Goel Sen Pyran a vydh pub blydhen dhe'n pympes a vis Meurth.,St Piran's Day is on the fifth of March each year.
1399,36,MiscReview,Tus pals a dhe'n eglos y'gan gwlas dhe'n jydh na.,Many people go to church in our land on that day.
1400,36,MiscReview,Ple'ma bedh Sen Pyran hedhyw? Piw a woer?,Where is St Piran's grave today? Who knows?
1401,37,Examples,Nyns ov mar dha dell o ev.,I am not as good as he was.
1402,37,Examples,Janet yw hirra es Lisa.,Janet is taller than Liza.
1403,37,Examples,Bronn Wennili yw an ughella menydh yn Kernow.,Brown Willy is the highest mountain in Cornwall.
1404,37,Examples,"Kyn hwelas an lyther, ny redyas ger anodho.","Though he saw the letter, he did not read a word of it."
1405,37,Examples,"Kynth o an gewer toemm, nyns eth hi dhe'n dre mes gortos tre.","Though the weather was hot, she did not go to town but stayed home."
1406,37,Review,"An re ma yw mar dha avel hemma, dell glewav.","These are as good as this, I hear."
1407,37,Review,Nyns yw an wivrenn mar hir avel an huni arall.,The wire is not as long as the other one.
1408,37,Review,Bys dhe'n eur ma nyns yw an gewer mar lyb dell o hi de.,Until now the weather is not as wet as it was yesterday.
1409,37,Review,"Nyns ov mar dhrog avella, dell dybav.","I am not as bad as they, I think."
1410,37,Review,Yw Margh mar drist dell o ev Dy' Sul?,Is Mark as sad as he was on Sunday?
1411,37,Review,Hware yth omglewis mar lowen avel edhen.,Suddenly I felt as happy as a bird.
1412,37,Review,A nyns yw hy chi mar vyghan avel krow den bal?,Isn't her house as small as a miner's hut?
1413,37,Review,Puptra a vydh mar salow avel chi pronter.,Everything will be as safe as a parson's house.
1414,37,Review,Nyns on ni mar feusik avelli.,We are not as lucky as her.
1415,37,Review,Na gows mar fol!,Don't talk so foolishly!
1416,37,Review,Lowena o mar skav avelov ow tonsya.,Lowena was as nimble as me (at) dancing.
1417,37,Review,"Dell glewav, an korev na yw kepar ha dowr toemm.","As I hear, that beer is like warm water."
1418,37,Review,Esta mar oer dell leverydh?,Were you as cold as you say?
1419,37,Review,Mar es yw dyski Kernewek avel dyski ken yeth.,It's as easy to learn Cornish as to learn any language.
1420,37,Review,Dew our diwettha o pan dheuth hi.,It was two hours later when she came.
1421,37,Review,Milvil yw moy es naw kans mil a gans mil.,A million is more than nine hundred thousand by a hundred thousand.
1422,37,Review,Yw korev a'n par na kreffa ages gwin?,Is beer of that sort stronger than wine?
1423,37,Review,Kolan a boenyas dihwans dh'y vamm mes lenta o es y hwoer.,Colin ran hard to his mother but he was slower than his sister.
1424,37,Review,Pandra! An gewer yw braffa lemmyn.,What! The weather is finer now.
1425,37,Review,Y'n Gwenton an eythin yw hwekka es dell yns i y'n Gwav.,In the Spring the gorse is sweeter than it is in winter.
1426,37,Review,Nyns yw an vebyon hirra ages aga hwerydh.,The boys are not taller than their sisters.
1427,37,Review,Hy gour o poessa agessi.,Her husband was heavier than she.
1428,37,Review,Keur an chapel yw brassa es keur eglos an blu martesen.,The chapel choir is bigger than the choir of the parish perhaps.
1429,37,Review,Py lies den yw furra ages Seleven?,How many people are wiser than Solomon?
1430,37,Review,Esedh orth an tan! Ty a vydh toemma ena.,Sit at the fire. You will be warmer there.
1431,37,Review,Py par ydhyn a nij ugella ages an kommol?,What kind of birds fly higher than the clouds?
1432,37,Review,"Roger yw moy bysi es y goweth, Les.","Roger is busier than his friend, Les."
1433,37,Review,An dra ma yw an gwettha oll.,This affair is the worst of all.
1434,37,Review,A nyns yw an lew an kreffa enyval y'n norvys?,Is not the lion the strongest animal in the world?
1435,37,Review,An brassa stevell yw an nessa stevell dhe'n wolghva.,The biggest room is the nearest room to the bathroom.
1436,37,Review,Gwari peldroes. Henn yw an gwella gwari!,Playing football. That is the best game!
1437,37,Review,Nag yw! Gwari rygbi yw gwell es gwari peldroes.,No! Playing rugby is better than playing football.
1438,37,Review,"An tewa dyenn a vydh pup-prys melyn, mar velyn avel amanenn.","The thickest cream is always yellow, as yellow as butter."
1439,37,Review,Dr Treven o an furra medhyk y'n dre. Nyns esa medhyk furra agesso yn mysk an vedhygyon erell.,Dr Tremayne was the wisest doctor in the town. There was no doctor wiser than he amongst the other doctors.
1440,37,MiscReview,Yma hwans dhymm a wortos ow gwreg yn gorsav an kyttrin.,I want to wait for my wife in the bus station.
1441,37,MiscReview,Puskes a neuv yn dowrow an avon ha'n mor.,Fish swim in the waters of the river and the sea.
1442,37,MiscReview,Res yw dhe bubonan sywya an keth fordh ha'n huni gyns.,Everyone must follow the same course as the one before.
1443,37,MiscReview,"Kynth o an galter leun a dhowr bryjys, nyns esa lowr rag peswar hanafas a de.","Although the kettle was full of boiled water, there was not enough for four cups of tea."
1444,37,MiscReview,"Kyn hwra an eseli aga ober, nyns yw ev da gans peub anedha.","Though the members do their work, not all of them are satisfied with it."
1445,37,MiscReview,Yth esen vy y'n dre hag a-wosa yn tre arta.,I was in town and afterwards at home again.
1446,37,MiscReview,Yma an vamm ow tiwiska an yowynka flogh.,Mother is undressing the youngest child.
1447,37,MiscReview,Henri a vynn esedha war an isella kador.,Henry will sit on the lowest chair.
1448,37,MiscReview,Ny yll ev esedha war an ughella huni.,He cannot sit on the highest one.
1449,37,MiscReview,"An skoloryon, mebyon ha mowesi, a dhe'n keth skol y'n dre.","The schoolchildren, boys and girls, go to the same school in town."
1450,38,Examples,Perl a wrug gweres an maw.,Pearl helped the boy.
1451,38,Examples,Perl a wrug y weres.,Pearl helped him.
1452,38,Examples,Peder a wrug ow gweles.,Peter saw me.
1453,38,Examples,Hi a vynn dha glewes.,She will hear you.
1454,38,Examples,Lowena a yll y skrifa.,Lowena can write it.
1455,38,Examples,My a wra hy hudha.,I shall hide it.
1456,38,Examples,Yowann a vynnas agan toella.,John wished to deceive us.
1457,38,Examples,Nebonan a wrug agas herdhya.,Someone pushed you.
1458,38,Examples,Hwi a allas aga frena.,You were able to buy them.
1459,38,Examples,Ny wrug Maria aga gweles ena.,Mary didn't see them there.
1460,38,Examples,Piw a vynn ow gweres?,Who will help me?
1461,38,Examples,Py flogh a wra y dhyski?,Which child will learn it?
1462,38,Examples,Pyth a wra y lanhe?,What cleans it?
1463,38,Examples,Pandr'a yll y dhaskorr?,What can return it?
1464,38,Examples,Piw a vynn'ta y weles?,Whom will you see?
1465,38,Examples,Py chi a wrug Mr Potter y brena?,What house did Mr Potter buy?
1466,38,Examples,Pandr'a yllons i y wul?,What can they do?
1467,38,Examples,I yw ow mamm ha'm tas.,They are my mother and my father.
1468,38,Examples,Pam a dheuth y'n stevell hag esedha ha redya lyver.,"Pam came into the room, sat down and read a book."
1469,38,Examples,Pam a dheuth y'n stevell hag a esedhas hag a redyas lyver.,Pam came into the room and sat down and read a book.
1470,38,Examples,Pam a dheuth y'n stevell ha hi a esedhas ha hi a redyas lyver.,Pam came into the room and she sat down and she read a book.
1471,38,Examples,Pam a dheuth y'n stevell mes ny redyas hi lyver.,Pam came into the room but she did not read a book.
1472,38,Examples,Pam a dheuth y'n stevell hag yma hi ena hwath.,Pam came into the room and she is still there.
1473,38,Examples,Pam a dheuth y'n stevell ha my a gewsis orti.,Pam came into the room and I spoke to her.
1474,38,Review,"Plema'n boes, mar pleg? Meg a wra y bareusi.","Where is the food, please? Meg is going to prepare it."
1475,38,Review,Ny allav y drelya yn Sowsnek.,I can't translate it into English.
1476,38,Review,Piw a yll aga dannvon dhodho dh'aga frevi.,Who can send them to him to test them?
1477,38,Review,Ni a vynn y dhiwedha a-dhistowgh.,We will finish it straightaway.
1478,38,Review,Kemmer an wedrenn arta. Ny wrug Jenni hy lenwel a win.,Take the glass again. Jenny didn't fill it with wine.
1479,38,Review,A wre'ta agan aswonn? Drog yw genev! Ny wrav agas aswonn.,Do you know us? Sorry! I don't know you.
1480,38,Review,"Ottomma an selsigennow ma! Re goth yns, sur. Piw a vynn aga dybri lemmyn?","Look here, these sausages! They are too old, surely. Who will eat them now?"
1481,38,Review,A wra an venyn na ow hara? Ny wonn! Ny wonn!,Does that woman love me? I don't know! I don't know!
1482,38,Review,Pubonan a synsis an lovan ha'y thenna.,Everyone held the rope and pulled it.
1483,38,Review,Yma an tas ow palas y'n lowarth. Piw a vynn y weres?,Father is digging in the garden. Who will help him?
1484,38,MiscReview,Meur a draow yw gwerthys.,Many things are sold.
1485,38,MiscReview,An awel o krev. Ny allas an gorholyon dos ogas dhe'n porth.,The wind was strong. The ships couldn't come near to the harbour.
1486,38,MiscReview,An tasow-wynn a esedhas warbarth yn-mes a'n diwotti ha klappya.,The grandfathers sat together outside the pub and chatted.
1487,38,MiscReview,Yma an gath a'y growedh war an leur yn-dann an gador y'n esedhva.,The cat is lying on the floor under the chair in the sitting room.
1488,38,MiscReview,Eus arghans lowr y'n arghantti rag prena karr nowydh?,Is there enough money in the bank to buy a new car?
1489,38,MiscReview,Eus arghans lowr dhyn ynno?,Have we enough money in it?
1490,38,MiscReview,Noy Mr Stevens yw moen ha'y nith yw tew.,Mr Stevens's nephew is slim and his niece is fat.
1491,38,MiscReview,"Ro dhedhi hy eskisyow gell, mar pleg.","Give her her brown shoes, please."
1492,38,MiscReview,Dhe by eur yth yw an tren dhe Loundres an dohajydh ma?,At what time is the train to London this afternoon?
1493,38,MiscReview,Yma tren skav dhe dhiw eur marnas teyr mynysenn warn ugens.,There is a fast train at twenty-three minutes to two.
1494,38,MiscReview,Otta! An lavrek ma yw re verr ragov.,Look! These trousers are too short for me.
1495,38,MiscReview,Res yw dhis prena lavrek nowydh ytho.,You must buy new trousers then.
1496,38,MiscReview,Yth esa syghes bras dhymmo vy hag yth evis gwedrennas a gorev a-dhistowgh.,I had a great thirst and I drank a glassful of beer straightaway.
1497,38,MiscReview,"Nebes podigow yw terrys, re erell yw plos. Ny yll den eva leth anedha.","Some jugs are broken, others are dirty. No one can drink milk from them."
1498,38,MiscReview,Usi an amaris orth an fos? Ymons!,Are the cupboards against the wall? Yes!
1499,38,MiscReview,"Nyns eus gesys kestenenn y'n koes, dell dybav.","There isn't a chestnut tree left in the wood, I think."
1500,38,MiscReview,Martesen onan goth hepken.,Perhaps an old one only.
1501,38,MiscReview,Syns dornla an daras ha trel e!,Catch hold of the door handle and turn it!
1502,38,MiscReview,Py lies mildir yw an fordh dhe Druru a Essa?,How many miles is the road to Truro from Saltash?
1503,38,MiscReview,Kanow agan bro yw hwekka ages kanow broyow erell.,The songs of our land are sweeter than the songs of other lands.
1504,38,MiscReview,Ni a dhybris li. Ena ni a gerdhas. Kerdh hir o dhe'n kerrek war an hal,We ate lunch. Then we walked. It was a long walk to the rocks on the moor.
1505,38,MiscReview,Lost aga hi yw shyndys.,Their dog's tail is injured.
1506,38,MiscReview,Poes o genen pysi Martyn a weres gans an hwel mes da o ganso agan gweres.,We were reluctant to ask Martin to help us with the work but he was glad to help us.
1507,38,MiscReview,Golgh an badell vras kyns hy gorra yn amari an gegin.,Wash the big saucepan before putting it in the kitchen cupboard.
1508,38,MiscReview,Jen a skubas strel daras an chi gans skubell gales ha strel an esedhva gans skubell vedhel.,Jane swept the door mat of the house with a hard brush and the lounge mat with a soft brush.
1509,38,MiscReview,Ewnter Frank a droghas skorrennow gans heskenn hag ev a wrug aga gorra war an tansys yn y lowarth.,Uncle Frank cut branches with a saw and he put them on a bonfire in his garden.
1510,38,MiscReview,An gwithyas-kres a yskynnas an skeul bys dhe fenester an ughella chambour.,The policeman went up the ladder as far as the window of the highest bedroom.
1511,38,MiscReview,Na hwarth! My re gollas an sebon y'n dowr. Res yw dhymm y hwilas.,Don't laugh! I've lost the soap in the water. I must look for it.
1512,38,MiscReview,Fatell yll hi bywa heb pellgowser yn hy chi?,How can she live without a telephone in her house?
1513,38,MiscReview,An vamm-wynn re verwis a-dhistowgh.,Grandmother has died suddenly.
1514,38,MiscReview,Wosa li y kevis vy pal ha mos yn-mes dhe balas y'n lowarth a-rag an chi.,After lunch I got a spade and went out to dig in the front garden.
1515,39,Examples,Prag y harmas ev?,Why did he shout?
1516,39,Examples,Prag yth evas hi an te toeth da?,Why did she drink the tea very quickly?
1517,39,Examples,Prag y trigas Mighal tre? ,Why did Michael stay home? 
1518,39,Examples,Prag na vynnydh jy gortos penn an gwari? Drefenn ow bos helergh ow tehweles tre.,Why don't you wait for the end of the play? Because I shall be late returning home.
1519,39,Review,Prag y prenas Pol an korev? Drefenn ow bos heb arghans.,Why did Paul buy the beer? Because I was without money.
1520,39,Review,Prag y teuthons i ena? Drefenn bos hwans dhedha a'gan gweles.,Why did they come then? Because they wanted to see us.
1521,39,Review,"Prag y targanas an gwas kewer deg hag yma hi ow kul glaw? Drefenn ev dhe vos gokki, sur.","Why did the fellow forecast fine weather and it's raining? Because he was silly, certainly."
1522,39,Review,Prag y hworfennowgh agas ober dhe beder eur pub Dy' Gwener? Drefenn bos hwans dhyn a vones tre moy a-varr.,Why do you finish your work at four o'clock every Friday? Because we want to go home earlier.
1523,39,Review,Prag y tybydh yndella? Drefenn nag eus ken fordh dhe dybi.,Why do you think so? Because there is no other way to think.
1524,39,Review,Prag nag esosta ow skoedhya dha goweth? Drefenn nag ov mar anfur dhe wul henna y'n prys ma.,Why are you not supporting your friend? Because I am not so unwise (as) to do that this time.
1525,39,Review,Prag y tregh ev an skorrennow na? Drefenn ev dh'aga leski war an tansys.,Why does he cut those branches? Because he burns them on the bonfire.
1526,39,Review,Prag na worr Hykka y basti y'n forn? Drefenn ev dh'y dhybri yeyn.,Why doesn't Dick put his pasty in the oven? Because he eats it cold.
1527,39,MiscReview,Yma fleghes ow kwari yn garth-gwari an skol vyghan. Re anedha yw bysi. Yma re erell a'ga sav orth fos an keth skol.,There are children playing in the playground of the little school. Some of them are busy. Others are standing against the wall of the same school.
1528,39,MiscReview,Prag yma an re ma ow sevel yndella? Martesen drefenn aga bos skwith. I re worfennas aga gwari ynsi.,Why are these standing in this way? Perhaps because they are tired. They have finished their game.
1529,39,MiscReview,"'Osta lewyer an karr ma, syrr?' yn-medh an gwithyas kres. 'Ov!' Mr Karn a worthybis. 'Pandr'a hwer?'","'Are you the driver of this car, Sir?' the policeman said. 'I am!' Mr Carne replied. 'What's afoot?'"
1530,39,MiscReview,"'Yma diwros war an fordh ena ha gour shyndys a'y wrowedh war an leur', an gwithyas kres a leveris. 'Res yw dhis gortos deg mynysenn, mar pleg. Ni a vynn y worra dhe'n klavji a-dhistowgh.'","'There's a bicycle on the road there and a man lying injured.' replied the policeman. 'You must wait ten minutes, please. We will take him to hospital immediately.'"
1531,39,MiscReview,"'My a vynn agas skoedhya y'n dra ma,' Mr Karn a leveris. 'A allav vy agas gweres?'","'I will support you in that,' Mr Carne said. 'Can I help you?'"
1532,39,MiscReview,"An glaw yw tynna es dell o de. Nyns o an dhargan gwir, my a dyb.","The rain is more intense than it was yesterday. The forecast was not true, I think."
1533,39,MiscReview,Yma jynn-ebrenn ughel a-ugh an kommol. A yll'ta y glewes?,There's an aeroplane high above the clouds. Can you hear it?
1534,39,MiscReview,Gallav mes ny allav y weles.,I can but I cannot see it.
1535,39,MiscReview,"Ro dhymm dha drigva ha'th hanow, mar pleg.","Give me your name and address, please."
1536,39,MiscReview,Oll ahanowgh yw Kernewegoryon mes nebes ahanowgh yw gwell ages re erell.,All of you are Cornish speakers but some of you are better than others.
1537,39,MiscReview,Igor gorher an badell! Pyth eus yn-danno?,Open the lid of the saucepan. What's beneath it?
1538,39,MiscReview,Piw a appos an lewyoryon-taksi y'n ranndir ma?,Who examines the taxi drivers in this district?
1539,39,MiscReview,"Esowgh hwi ow kwaytya kerdh an olifanses ha'n kowrvergh ha'n enyvales erell dre gres an dre? Soweth, gyllys yns. I eth alemma seulabrys dhe deyr eur poran.","Are you waiting for the procession of the elephants and the camels through the town centre? A pity, they are gone. They went from here at three o'clock exactly."
1540,39,MiscReview,"Pan o Pamela difun, hi a wolghas an lestri ha'ga gorra y'n gloes.","When Pamela was awake, she washed the dishes and put them in the rack."
